0.135	-2.47843	-0.458747	0.0373465	0.159758	0.0224772	0.2761	0.135
0.27	-2.45687	-0.454704	0.0745287	0.159758	0.0448555	0.273666	0.135
0.405	-2.4353	-0.447649	0.111301	0.159758	0.0669869	0.26942	0.135
0.54	-2.41373	-0.437623	0.147419	0.159758	0.0887247	0.263386	0.135
0.675	-2.39216	-0.424685	0.182643	0.159758	0.109924	0.255599	0.135
0.81	-2.3706	-0.408915	0.216738	0.159758	0.130445	0.246108	0.135
0.945	-2.34903	-0.390409	0.249478	0.159758	0.15015	0.23497	0.135
1.08	-2.32746	-0.369285	0.280642	0.159758	0.168906	0.222256	0.135
1.215	-2.30589	-0.345675	0.310021	0.159758	0.186588	0.208047	0.135
1.35	-2.28433	-0.319731	0.337419	0.159758	0.203077	0.192432	0.135
1.485	-2.26276	-0.291619	0.362648	0.159758	0.218262	0.175513	0.135
1.62	-2.24119	-0.261519	0.385539	0.159758	0.232039	0.157397	0.135
1.755	-2.21963	-0.229626	0.405934	0.159758	0.244313	0.138202	0.135
1.89	-2.19806	-0.196147	0.423693	0.159758	0.255002	0.118052	0.135
2.025	-2.17649	-0.161298	0.438694	0.159758	0.26403	0.0970782	0.135
2.16	-2.15492	-0.125308	0.450831	0.159758	0.271335	0.0754172	0.135
2.295	-2.13336	-0.0884107	0.460017	0.159758	0.276864	0.0532105	0.135
2.43	-2.11179	-0.0508487	0.466187	0.159758	0.280577	0.0306036	0.135
2.565	-2.09022	-0.0128681	0.469291	0.159758	0.282446	0.00774474	0.135
2.7	-2.06865	0.0252811	0.469304	0.159758	0.282453	-0.0152156	0.135
2.835	-2.04709	0.0633473	0.466218	0.159758	0.280596	-0.038126	0.135
2.97	-2.02552	0.101079	0.460046	0.159758	0.276881	-0.0608351	0.135
3.105	-2.00395	0.138227	0.450823	0.159758	0.27133	-0.0831924	0.135
3.24	-1.98238	0.174543	0.438603	0.159758	0.263976	-0.10505	0.135
3.375	-1.96082	0.209787	0.423459	0.159758	0.254861	-0.126261	0.135
3.51	-1.93925	0.243723	0.405486	0.159758	0.244044	-0.146686	0.135
3.645	-1.91768	0.276125	0.384796	0.159758	0.231592	-0.166187	0.135
3.78	-1.89612	0.306774	0.36152	0.159758	0.217583	-0.184634	0.135
3.915	-1.87455	0.335466	0.335805	0.159758	0.202106	-0.201902	0.135
4.05	-1.85298	0.362005	0.307816	0.159758	0.185261	-0.217875	0.135
4.185	-1.83141	0.386213	0.277732	0.159758	0.167155	-0.232444	0.135
4.32	-1.80985	0.407923	0.245749	0.159758	0.147905	-0.245511	0.135
4.455	-1.78828	0.426988	0.212072	0.159758	0.127637	-0.256985	0.135
4.59	-1.76671	0.443275	0.176921	0.159758	0.106481	-0.266788	0.135
4.725	-1.74514	0.456671	0.140524	0.159758	0.0845752	-0.27485	0.135
4.86	-1.72358	0.467081	0.103119	0.159758	0.0620629	-0.281115	0.135
4.995	-1.70201	0.474429	0.0649509	0.159758	0.0390911	-0.285538	0.135
5.13	-1.68044	0.478661	0.0262698	0.159758	0.0158106	-0.288085	0.135
5.265	-1.65888	0.479742	-0.01267	0.159758	-0.00762552	-0.288736	0.135
5.4	-1.63731	0.477657	-0.0516119	0.159758	-0.0310629	-0.287481	0.135
5.535	-1.61574	0.472414	-0.0902987	0.159758	-0.0543468	-0.284325	0.135
5.67	-1.59417	0.464039	-0.128475	0.159758	-0.0773231	-0.279285	0.135
5.805	-1.57261	0.452582	-0.165886	0.159758	-0.0998395	-0.272389	0.135
5.94	-1.55104	0.438111	-0.202284	0.159758	-0.121746	-0.26368	0.135
6.075	-1.52947	0.420715	-0.237427	0.159758	-0.142897	-0.25321	0.135
6.21	-1.5079	0.400503	-0.27108	0.159758	-0.163151	-0.241045	0.135
6.345	-1.48634	0.377602	-0.303016	0.159758	-0.182372	-0.227262	0.135
6.48	-1.46477	0.352156	-0.333022	0.159758	-0.200432	-0.211947	0.135
6.615	-1.4432	0.32433	-0.360896	0.159758	-0.217207	-0.1952	0.135
6.75	-1.42164	0.2943	-0.386447	0.159758	-0.232585	-0.177126	0.135
6.885	-1.40007	0.262261	-0.409503	0.159758	-0.246462	-0.157844	0.135
7.02	-1.3785	0.22842	-0.429905	0.159758	-0.258741	-0.137476	0.135
7.155	-1.35693	0.192996	-0.447514	0.159758	-0.269339	-0.116156	0.135
7.29	-1.33537	0.156219	-0.462206	0.159758	-0.278182	-0.0940215	0.135
7.425	-1.3138	0.11833	-0.473879	0.159758	-0.285207	-0.0712177	0.135
7.56	-1.29223	0.0795763	-0.482448	0.159758	-0.290364	-0.0478935	0.135
7.695	-1.27066	0.0402116	-0.487851	0.159758	-0.293616	-0.0242016	0.135
7.83	-1.2491	0.000494685	-0.490044	0.159758	-0.294936	-0.000297729	0.135
7.965	-1.22753	-0.039313	-0.489005	0.159758	-0.294311	0.0236607	0.135
8.1	-1.20596	-0.0789487	-0.484736	0.159758	-0.291741	0.0475157	0.135
8.235	-1.18439	-0.11815	-0.477256	0.159758	-0.287239	0.0711095	0.135
8.37	-1.16283	-0.156658	-0.466608	0.159758	-0.280831	0.0942857	0.135
8.505	-1.14126	-0.194216	-0.452856	0.159758	-0.272554	0.11689	0.135
8.64	-1.11969	-0.230575	-0.436083	0.159758	-0.262459	0.138773	0.135
8.775	-1.09813	-0.265491	-0.416394	0.159758	-0.250609	0.159787	0.135
8.91	-1.07656	-0.298731	-0.393912	0.159758	-0.237078	0.179793	0.135
9.045	-1.05499	-0.330071	-0.368779	0.159758	-0.221952	0.198655	0.135
9.18	-1.03342	-0.359301	-0.341155	0.159758	-0.205326	0.216247	0.135
9.315	-1.01186	-0.386222	-0.311218	0.159758	-0.187309	0.23245	0.135
9.45	-0.990289	-0.410653	-0.27916	0.159758	-0.168014	0.247154	0.135
9.585	-0.968722	-0.432426	-0.245189	0.159758	-0.147568	0.260258	0.135
9.72	-0.947154	-0.451391	-0.209523	0.159758	-0.126103	0.271672	0.135
9.855	-0.925587	-0.467417	-0.172395	0.159758	-0.103757	0.281318	0.135
9.99	-0.90402	-0.480392	-0.134047	0.159758	-0.0806769	0.289127	0.135
10.125	-0.882453	-0.490224	-0.0947294	0.159758	-0.0570134	0.295044	0.135
10.26	-0.860885	-0.49684	-0.0546997	0.159758	-0.0329213	0.299026	0.135
10.395	-0.839318	-0.50019	-0.0142207	0.159758	-0.00855879	0.301042	0.135
10.53	-0.817751	-0.500245	0.0264414	0.159758	0.0159139	0.301075	0.135
10.665	-0.796183	-0.496996	0.0670184	0.159758	0.0403354	0.29912	0.135
10.8	-0.774616	-0.490458	0.107242	0.159758	0.0645444	0.295185	0.135
10.935	-0.753049	-0.480668	0.146847	0.159758	0.0883805	0.289293	0.135
11.07	-0.731481	-0.467682	0.185568	0.159758	0.111685	0.281477	0.135
11.205	-0.709914	-0.451579	0.22315	0.159758	0.134304	0.271785	0.135
11.34	-0.688347	-0.432458	0.259341	0.159758	0.156086	0.260277	0.135
11.475	-0.66678	-0.41044	0.293899	0.159758	0.176885	0.247026	0.135
11.61	-0.645212	-0.385663	0.326593	0.159758	0.196562	0.232114	0.135
11.745	-0.623645	-0.358285	0.357202	0.159758	0.214984	0.215636	0.135
11.88	-0.602078	-0.328481	0.38552	0.159758	0.232027	0.197698	0.135
12.015	-0.58051	-0.296442	0.411354	0.159758	0.247576	0.178415	0.135
12.15	-0.558943	-0.262375	0.434529	0.159758	0.261524	0.157912	0.135
12.285	-0.537376	-0.226501	0.454886	0.159758	0.273776	0.136321	0.135
12.42	-0.515808	-0.189052	0.472283	0.159758	0.284247	0.113782	0.135
12.555	-0.494241	-0.150272	0.486601	0.159758	0.292864	0.090442	0.135
12.69	-0.472674	-0.110414	0.497737	0.159758	0.299566	0.0664535	0.135
12.825	-0.451107	-0.0697398	0.505611	0.159758	0.304305	0.0419733	0.135
12.96	-0.429539	-0.0285152	0.510163	0.159758	0.307045	0.0171621	0.135
13.095	-0.407972	0.0129884	0.511357	0.159758	0.307763	-0.00781715	0.135
13.23	-0.386405	0.0544977	0.509176	0.159758	0.306451	-0.0327997	0.135
13.365	-0.364837	0.0957385	0.503629	0.159758	0.303112	-0.0576208	0.135
13.5	-0.34327	0.136438	0.494744	0.159758	0.297764	-0.082116	0.135
13.635	-0.321703	0.176326	0.482572	0.159758	0.290439	-0.106123	0.135
13.77	-0.300135	0.215138	0.467187	0.159758	0.281179	-0.129482	0.135
13.905	-0.278568	0.252614	0.448683	0.159758	0.270043	-0.152037	0.135
14.04	-0.257001	0.288505	0.427176	0.159758	0.257098	-0.173639	0.135
14.175	-0.235434	0.32257	0.4028	0.159758	0.242428	-0.194141	0.135
14.31	-0.213866	0.35458	0.375711	0.159758	0.226124	-0.213406	0.135
14.445	-0.192299	0.384319	0.346082	0.159758	0.208291	-0.231305	0.135
14.58	-0.170732	0.411586	0.314102	0.159758	0.189044	-0.247715	0.135
14.715	-0.149164	0.436195	0.279977	0.159758	0.168506	-0.262526	0.135
14.85	-0.127597	0.457978	0.243929	0.159758	0.14681	-0.275637	0.135
14.985	-0.10603	0.476784	0.20619	0.159758	0.124097	-0.286955	0.135
15.12	-0.0844625	0.492484	0.167007	0.159758	0.100514	-0.296404	0.135
15.255	-0.0628952	0.504966	0.126635	0.159758	0.0762158	-0.303917	0.135
15.39	-0.0413279	0.514142	0.0853372	0.159758	0.0513607	-0.309439	0.135
15.525	-0.0197606	0.519942	0.0433853	0.159758	0.0261117	-0.31293	0.135
15.66	0.00180674	0.522323	0.00105454	0.159758	0.000634681	-0.314363	0.135
15.795	0.023374	0.521259	-0.0413764	0.159758	-0.0249026	-0.313723	0.135
15.93	0.0449413	0.516751	-0.0836275	0.159758	-0.0503317	-0.311009	0.135
16.065	0.0665086	0.50882	-0.12542	0.159758	-0.0754845	-0.306237	0.135
16.2	0.0880759	0.497513	-0.166475	0.159758	-0.100194	-0.299431	0.135
16.335	0.109643	0.482895	-0.206522	0.159758	-0.124297	-0.290633	0.135
16.47	0.131211	0.465057	-0.245294	0.159758	-0.147631	-0.279897	0.135
16.605	0.152778	0.444108	-0.282531	0.159758	-0.170043	-0.267289	0.135
16.74	0.174345	0.42018	-0.317984	0.159758	-0.191381	-0.252888	0.135
16.875	0.195912	0.393426	-0.351416	0.159758	-0.211502	-0.236786	0.135
17.01	0.21748	0.364014	-0.382601	0.159758	-0.230271	-0.219084	0.135
17.145	0.239047	0.332134	-0.411328	0.159758	-0.24756	-0.199897	0.135
17.28	0.260614	0.297991	-0.437403	0.159758	-0.263253	-0.179348	0.135
17.415	0.282182	0.261805	-0.460646	0.159758	-0.277242	-0.157569	0.135
17.55	0.303749	0.22381	-0.480899	0.159758	-0.289432	-0.134701	0.135
17.685	0.325316	0.184254	-0.498021	0.159758	-0.299737	-0.110894	0.135
17.82	0.346884	0.143394	-0.511892	0.159758	-0.308085	-0.0863023	0.135
17.955	0.368451	0.101497	-0.522414	0.159758	-0.314418	-0.0610864	0.135
18.09	0.390018	0.0588374	-0.529509	0.159758	-0.318688	-0.0354116	0.135
18.225	0.411585	0.0156956	-0.533123	0.159758	-0.320863	-0.00944647	0.135
18.36	0.433153	-0.0276449	-0.533225	0.159758	-0.320924	0.0166382	0.135
18.495	0.45472	-0.0708982	-0.529806	0.159758	-0.318867	0.0426705	0.135
