0	-2.5	-0.459759	0	0.159758	0	0.276709
0.37	-2.44089	-0.448406	0.101536	0.159758	0.06111	0.269876
0.74	-2.38178	-0.41491	0.198058	0.159758	0.119202	0.249716
1.11	-2.32267	-0.360925	0.284799	0.159758	0.171408	0.217225
1.48	-2.26356	-0.289116	0.357475	0.159758	0.215149	0.174006
1.85	-2.20445	-0.20303	0.412499	0.159758	0.248265	0.122195
2.22	-2.14534	-0.106918	0.447152	0.159758	0.269121	0.0643495
2.59	-2.08623	-0.00552663	0.459723	0.159758	0.276687	0.00332624
2.96	-2.02712	0.0961379	0.449592	0.159758	0.27059	-0.0578612
3.33	-1.96801	0.193055	0.417259	0.159758	0.25113	-0.116191
3.7	-1.9089	0.280438	0.36432	0.159758	0.219268	-0.168783
4.07	-1.84979	0.353972	0.293391	0.159758	0.176579	-0.21304
4.44	-1.79068	0.410026	0.207973	0.159758	0.12517	-0.246776
4.81	-1.73157	0.445831	0.112285	0.159758	0.0675795	-0.268326
5.18	-1.67245	0.459621	0.0110524	0.159758	0.00665195	-0.276625
5.55	-1.61334	0.450712	-0.090726	0.159758	-0.054604	-0.271264
5.92	-1.55423	0.419547	-0.188024	0.159758	-0.113163	-0.252507
6.29	-1.49512	0.367663	-0.276036	0.159758	-0.166134	-0.22128
6.66	-1.43601	0.297623	-0.350417	0.159758	-0.210901	-0.179126
7.03	-1.3769	0.212886	-0.407494	0.159758	-0.245253	-0.128126
7.4	-1.31779	0.117636	-0.444447	0.159758	-0.267493	-0.0707997
7.77	-1.25868	0.0165765	-0.459452	0.159758	-0.276524	-0.00997667
8.14	-1.19957	-0.085301	-0.451768	0.159758	-0.271899	0.0513389
8.51	-1.14046	-0.182966	-0.421774	0.159758	-0.253847	0.110119
8.88	-1.08135	-0.271595	-0.370952	0.159758	-0.22326	0.163461
9.25	-1.02224	-0.346812	-0.301812	0.159758	-0.181647	0.208731
9.62	-0.96313	-0.404903	-0.217767	0.159758	-0.131065	0.243693
9.99	-0.90402	-0.442998	-0.122969	0.159758	-0.0740096	0.266621
10.36	-0.844909	-0.459217	-0.0220981	0.159758	-0.0132999	0.276382
10.73	-0.785799	-0.452758	0.0798638	0.159758	0.0480665	0.272495
11.1	-0.726689	-0.423941	0.177882	0.159758	0.107059	0.255151
11.47	-0.667578	-0.374188	0.267115	0.159758	0.160765	0.225207
11.84	-0.608468	-0.305957	0.343157	0.159758	0.206531	0.184142
12.21	-0.549358	-0.222618	0.402254	0.159758	0.242099	0.133984
