0	-2.5	-0.459759	0	0.159758	0	0.276709
0.43	-2.4313	-0.444448	0.117656	0.159758	0.0708122	0.267494
0.86	-2.36261	-0.399538	0.227477	0.159758	0.136908	0.240464
1.29	-2.29391	-0.32802	0.322147	0.159758	0.193886	0.197421
1.72	-2.22522	-0.234656	0.395362	0.159758	0.237951	0.141229
2.15	-2.15652	-0.125665	0.442247	0.159758	0.266169	0.0756321
2.58	-2.08782	-0.00830495	0.459678	0.159758	0.27666	0.00499838
3.01	-2.01913	0.109607	0.446496	0.159758	0.268726	-0.0659679
3.44	-1.95043	0.22022	0.403577	0.159758	0.242895	-0.132541
3.87	-1.88174	0.316165	0.333781	0.159758	0.200888	-0.190286
4.3	-1.81304	0.391054	0.241756	0.159758	0.145503	-0.235358
4.73	-1.74435	0.439899	0.133631	0.159758	0.0804268	-0.264756
5.16	-1.67565	0.459447	0.016607	0.159758	0.00999501	-0.276521
5.59	-1.60695	0.448397	-0.101523	0.159758	-0.0611021	-0.26987
6.02	-1.53826	0.407484	-0.212891	0.159758	-0.12813	-0.245247
6.45	-1.46956	0.339434	-0.31008	0.159758	-0.186624	-0.20429
6.88	-1.40087	0.248778	-0.386618	0.159758	-0.232689	-0.149728
7.31	-1.33217	0.141554	-0.437408	0.159758	-0.263257	-0.0851951
7.74	-1.26347	0.0249034	-0.459067	0.159758	-0.276292	-0.0149883
8.17	-1.19478	-0.0934053	-0.450152	0.159758	-0.270927	0.0562165
8.6	-1.12608	-0.205493	-0.411258	0.159758	-0.247518	0.123677
9.03	-1.05739	-0.303894	-0.344975	0.159758	-0.207625	0.182901
9.46	-0.988691	-0.382057	-0.255718	0.159758	-0.153905	0.229943
9.89	-0.919996	-0.434774	-0.14943	0.159758	-0.0899356	0.261671
10.32	-0.8513	-0.458536	-0.0331915	0.159758	-0.0199765	0.275973
10.75	-0.782604	-0.45176	0.0852575	0.159758	0.0513127	0.271895
11.18	-0.713908	-0.414898	0.198028	0.159758	0.119184	0.249709
11.61	-0.645212	-0.350404	0.29761	0.159758	0.179118	0.210893
12.04	-0.576516	-0.262574	0.37737	0.159758	0.227123	0.158032
12.47	-0.507821	-0.157258	0.431999	0.159758	0.260001	0.0946465
12.9	-0.439125	-0.0414685	0.457856	0.159758	0.275563	0.0249581
13.33	-0.370429	0.077082	0.453221	0.159758	0.272774	-0.0463923
13.76	-0.301733	0.190499	0.418402	0.159758	0.251818	-0.114653
14.19	-0.233037	0.291228	0.355719	0.159758	0.214091	-0.175277
14.62	-0.164341	0.372561	0.269345	0.159758	0.162107	-0.224228
15.05	-0.0956455	0.429082	0.165034	0.159758	0.0993265	-0.258246
15.48	-0.0269497	0.457027	0.0497318	0.159758	0.0299314	-0.275064
15.91	0.0417462	0.454534	-0.0688816	0.159758	-0.0414568	-0.273564
16.34	0.110442	0.42177	-0.182907	0.159758	-0.110084	-0.253845
16.77	0.179138	0.360917	-0.284751	0.159758	-0.171379	-0.21722
17.2	0.247834	0.276028	-0.36763	0.159758	-0.22126	-0.166129
17.63	0.31653	0.172756	-0.426026	0.159758	-0.256406	-0.103974
18.06	0.385225	0.0579787	-0.456048	0.159758	-0.274475	-0.0348948
18.49	0.453921	-0.060659	-0.455699	0.159758	-0.274265	0.036508
18.92	0.522617	-0.175256	-0.425	0.159758	-0.255789	0.105479
19.35	0.591313	-0.278181	-0.365997	0.159758	-0.220278	0.167425
19.78	0.660009	-0.36258	-0.28262	0.159758	-0.170096	0.218221
20.21	0.728705	-0.42283	-0.180421	0.159758	-0.108587	0.254483
20.64	0.7974	-0.454921	-0.0662064	0.159758	-0.0398467	0.273797
21.07	0.866096	-0.456714	0.0524167	0.159758	0.0315473	0.274876
21.5	0.934792	-0.428091	0.167549	0.159758	0.10084	0.257649
21.93	1.00349	-0.370958	0.271521	0.159758	0.163417	0.223263
22.36	1.07218	-0.28912	0.357411	0.159758	0.21511	0.174008
22.79	1.14088	-0.188027	0.419497	0.159758	0.252477	0.113165
23.22	1.20958	-0.0744124	0.453645	0.159758	0.273029	0.0447855
23.65	1.27827	0.0441576	0.457581	0.159758	0.275398	-0.0265765
24.08	1.34697	0.159786	0.431043	0.159758	0.259425	-0.0961682
24.51	1.41566	0.264773	0.375798	0.159758	0.226176	-0.159355
24.94	1.48436	0.352126	0.295525	0.159758	0.177864	-0.211929
25.37	1.55305	0.416027	0.195572	0.159758	0.117706	-0.250388
25.8	1.62175	0.452221	0.0825938	0.159758	0.0497096	-0.272172
26.23	1.69045	0.458298	-0.0358842	0.159758	-0.0215971	-0.275829
26.66	1.75914	0.433853	-0.151972	0.159758	-0.0914652	-0.261117
27.09	1.82784	0.380514	-0.257938	0.159758	-0.155242	-0.229015
27.52	1.89653	0.301834	-0.346725	0.159758	-0.208679	-0.181661
27.95	1.96523	0.203052	-0.412421	0.159758	-0.248218	-0.122208
28.38	2.03393	0.0907481	-0.45065	0.159758	-0.271226	-0.0546173
28.81	2.10262	-0.0275993	-0.458866	0.159758	-0.276171	0.0166108
29.24	2.17132	-0.144108	-0.436522	0.159758	-0.262723	0.0867324
29.67	2.24001	-0.251019	-0.385107	0.159758	-0.231779	0.151077
30.1	2.30871	-0.341212	-0.308044	0.159758	-0.185398	0.205361
30.53	2.3774	-0.408681	-0.210467	0.159758	-0.126671	0.245967
30.96	2.4461	-0.448932	-0.0988726	0.159758	-0.059507	0.270192
